"jurisdiction","report_year","total_robberies"
"Seattle","2013",1602
"Seattle","2014",1567
"Seattle","2015",1532
"St. Louis","1975",6288
"St. Louis","1976",5303
"St. Louis","1977",4943
"St. Louis","1978",5025
"St. Louis","1979",5386
"St. Louis","1980",5938
"St. Louis","1981",5365
"St. Louis","1982",4899
"St. Louis","1983",3840
"St. Louis","1984",3112
"St. Louis","1985",3136
"St. Louis","1986",3326
"St. Louis","1987",3296
"St. Louis","1988",3327
"St. Louis","1989",4220
"St. Louis","1990",4708
"St. Louis","1991",5294
"St. Louis","1992",4936
"St. Louis","1993",6223
"St. Louis","1994",6025
"St. Louis","1995",5136
"St. Louis","1996",4086
"St. Louis","1997",3572
"St. Louis","1998",3500
"St. Louis","1999",2792
"St. Louis","2000",3224
"St. Louis","2001",3140
"St. Louis","2002",2818
"St. Louis","2003",2786
"St. Louis","2004",2632
"St. Louis","2005",2965
"St. Louis","2006",3147
"St. Louis","2007",2761
"St. Louis","2008",2634
"St. Louis","2009",2721
"St. Louis","2010",2125
"St. Louis","2011",2127
"St. Louis","2012",1778
"St. Louis","2013",1457
"St. Louis","2014",1562
"St. Louis","2015",1790
"Suffolk County","1975",531
"Suffolk County","1976",979
"Suffolk County","1977",1018
"Suffolk County","1978",1105
"Suffolk County","1979",1111
"Suffolk County","1980",1348
"Suffolk County","1981",820
"Suffolk County","1982",1002
"Suffolk County","1983",983
"Suffolk County","1984",750
"Suffolk County","1985",1181
"Suffolk County","1986",1188
"Suffolk County","1987",1251
"Suffolk County","1988",1110
"Suffolk County","1989",1286
"Suffolk County","1990",1419
"Suffolk County","1991",1683
"Suffolk County","1992",1773
"Suffolk County","1993",1697
"Suffolk County","1994",1226
"Suffolk County","1995",957
"Suffolk County","1996",946
"Suffolk County","1997",893
"Suffolk County","1998",853
"Suffolk County","1999",821
"Suffolk County","2000",899
"Suffolk County","2001",960
"Suffolk County","2002",907
"Suffolk County","2003",958
"Suffolk County","2004",845
"Suffolk County","2005",1037
"Suffolk County","2006",1027
"Suffolk County","2007",874
"Suffolk County","2008",890
"Suffolk County","2009",960
"Suffolk County","2010",814
"Suffolk County","2011",748
"Suffolk County","2012",681
"Suffolk County","2013",620
"Suffolk County","2014",567
"Suffolk County","2015",677
"Tampa","1975",1394
"Tampa","1976",1025
"Tampa","1977",1062
"Tampa","1978",1080
"Tampa","1979",1312
"Tampa","1980",1877
"Tampa","1981",2314
"Tampa","1982",1842
"Tampa","1983",1529
"Tampa","1984",1843
"Tampa","1985",2657
"Tampa","1986",3512
"Tampa","1987",3427
"Tampa","1988",0
"Tampa","1989",3137
"Tampa","1990",3163
"Tampa","1991",3010
"Tampa","1992",2999
"Tampa","1993",2965
"Tampa","1994",3378
"Tampa","1995",2626
"Tampa","1996",2671
"Tampa","1997",2539
"Tampa","1998",2464
"Tampa","1999",2321
"Tampa","2000",2183
"Tampa","2001",2359
"Tampa","2002",2334
"Tampa","2003",1769
"Tampa","2004",1413
"Tampa","2005",1160
"Tampa","2006",1211
"Tampa","2007",1205
"Tampa","2008",1056
"Tampa","2009",909
"Tampa","2010",684
"Tampa","2011",587
"Tampa","2012",573
"Tampa","2013",580
"Tampa","2014",514
"Tampa","2015",671
"Tucson","1975",707
"Tucson","1976",554
"Tucson","1977",550
"Tucson","1978",584
"Tucson","1979",697
"Tucson","1980",655
"Tucson","1981",872
"Tucson","1982",910
"Tucson","1983",766
"Tucson","1984",809
"Tucson","1985",1051
"Tucson","1986",1042
"Tucson","1987",911
"Tucson","1988",768
"Tucson","1989",686
"Tucson","1990",902
"Tucson","1991",889
"Tucson","1992",970
"Tucson","1993",894
"Tucson","1994",1012
"Tucson","1995",1192
"Tucson","1996",1288
"Tucson","1997",1446
"Tucson","1998",1485
"Tucson","1999",1281
"Tucson","2000",1444
"Tucson","2001",1698
"Tucson","2002",1350
"Tucson","2003",1478
"Tucson","2004",1552
"Tucson","2005",1685
"Tucson","2006",1675
"Tucson","2007",1432
"Tucson","2008",1451
"Tucson","2009",1246
"Tucson","2010",1088
"Tucson","2011",1163
"Tucson","2012",1260
"Tucson","2013",1002
"Tucson","2014",988
"Tucson","2015",1059
"Tulsa","1975",581
"Tulsa","1976",392
"Tulsa","1977",489
"Tulsa","1978",609
"Tulsa","1979",651
"Tulsa","1980",798
"Tulsa","1981",949
"Tulsa","1982",1050
"Tulsa","1983",968
"Tulsa","1984",904
"Tulsa","1985",796
"Tulsa","1986",858
"Tulsa","1987",1074
"Tulsa","1988",1008
"Tulsa","1989",1416
"Tulsa","1990",1539
"Tulsa","1991",1469
"Tulsa","1992",1344
"Tulsa","1993",1143
"Tulsa","1994",1071
"Tulsa","1995",947
"Tulsa","1996",868
"Tulsa","1997",917
"Tulsa","1998",849
"Tulsa","1999",887
"Tulsa","2000",737
"Tulsa","2001",776
"Tulsa","2002",901
"Tulsa","2003",891
"Tulsa","2004",1035
"Tulsa","2005",1096
"Tulsa","2006",997
"Tulsa","2007",1023
"Tulsa","2008",1096
"Tulsa","2009",1117
"Tulsa","2010",1381
"Tulsa","2011",1090
"Tulsa","2012",1062
"Tulsa","2013",994
"Tulsa","2014",920
"Tulsa","2015",854
"United States","1975",0
"United States","1976",0
"United States","1977",0
"United States","1978",0
"United States","1979",0
"United States","1980",0
"United States","1981",0
"United States","1982",0
"United States","1983",0
"United States","1984",0
"United States","1985",0
"United States","1986",0
"United States","1987",0
"United States","1988",0
"United States","1989",0
"United States","1990",0
"United States","1991",0
"United States","1992",0
"United States","1993",0
"United States","1994",0
"United States","1995",0
"United States","1996",0
"United States","1997",0
"United States","1998",0
"United States","1999",0
"United States","2000",0
"United States","2001",0
"United States","2002",0
"United States","2003",0
"United States","2004",0
"United States","2005",0
"United States","2006",0
"United States","2007",0
"United States","2008",0
"United States","2009",0
"United States","2010",0
"United States","2011",0
"United States","2012",0
"United States","2013",0
"United States","2014",0
"United States","2015",0
"Virginia Beach","1975",194
"Virginia Beach","1976",157
"Virginia Beach","1977",152
"Virginia Beach","1978",170
"Virginia Beach","1979",188
"Virginia Beach","1980",210
"Virginia Beach","1981",235
"Virginia Beach","1982",258
"Virginia Beach","1983",252
"Virginia Beach","1984",235
"Virginia Beach","1985",205
"Virginia Beach","1986",336
"Virginia Beach","1987",322
"Virginia Beach","1988",327
"Virginia Beach","1989",318
"Virginia Beach","1990",424
"Virginia Beach","1991",512
"Virginia Beach","1992",612
"Virginia Beach","1993",631
"Virginia Beach","1994",609
"Virginia Beach","1995",479
"Virginia Beach","1996",455
"Virginia Beach","1997",515
"Virginia Beach","1998",489
"Virginia Beach","1999",507
"Virginia Beach","2000",451
"Virginia Beach","2001",366
"Virginia Beach","2002",443
"Virginia Beach","2003",409
"Virginia Beach","2004",478
"Virginia Beach","2005",621
"Virginia Beach","2006",676
"Virginia Beach","2007",552
"Virginia Beach","2008",529
"Virginia Beach","2009",448
"Virginia Beach","2010",429
"Virginia Beach","2011",414
"Virginia Beach","2012",327
"Virginia Beach","2013",305
"Virginia Beach","2014",250
"Virginia Beach","2015",270
"Washington","1975",9137
"Washington","1976",7044
"Washington","1977",6655
"Washington","1978",6333
"Washington","1979",6920
"Washington","1980",8897
"Washington","1981",10399
"Washington","1982",9137
"Washington","1983",7698
"Washington","1984",6087
"Washington","1985",5230
"Washington","1986",4719
"Washington","1987",4462
"Washington","1988",5689
"Washington","1989",6541
"Washington","1990",7365
"Washington","1991",7265
"Washington","1992",7456
"Washington","1993",7107
"Washington","1994",6311
"Washington","1995",6864
"Washington","1996",6444
"Washington","1997",4499
"Washington","1998",3606
"Washington","1999",3344
"Washington","2000",3553
"Washington","2001",3777
"Washington","2002",3731
"Washington","2003",3836
"Washington","2004",3057
"Washington","2005",3502
"Washington","2006",3604
"Washington","2007",3985
"Washington","2008",4154
"Washington","2009",3998
"Washington","2010",3914
"Washington","2011",3756
"Washington","2012",3725
"Washington","2013",3660
"Washington","2014",3231
"Washington","2015",3404
"Wichita","1975",640
"Wichita","1976",514
"Wichita","1977",715
"Wichita","1978",542
"Wichita","1979",668
"Wichita","1980",826
"Wichita","1981",816
"Wichita","1982",677
"Wichita","1983",534
"Wichita","1984",451
"Wichita","1985",699
"Wichita","1986",586
"Wichita","1987",591
"Wichita","1988",628
"Wichita","1989",970
"Wichita","1990",1079
"Wichita","1991",1404
"Wichita","1992",1340
"Wichita","1993",1327
"Wichita","1994",1060
"Wichita","1995",895
"Wichita","1996",823
"Wichita","1997",890
"Wichita","1998",795
"Wichita","1999",700
"Wichita","2000",595
"Wichita","2001",742
"Wichita","2002",796
"Wichita","2003",556
"Wichita","2004",627
"Wichita","2005",496
"Wichita","2006",520
"Wichita","2007",557
"Wichita","2008",482
"Wichita","2009",527
"Wichita","2010",481
"Wichita","2011",490
"Wichita","2012",496
"Wichita","2013",467
"Wichita","2014",496
"Wichita","2015",733
